name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
Bengaluru Coffee House,Yes,No,4.1,201,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,"['Dal Tadka', 'Kaju Masala', 'Paneer Butter Masala', 'Open Butter Masala Dosa', 'Gobi Manchurian', 'Gobi Chilly', 'Cream of Tomato Soup', 'Cream of Mushroom Soup', 'Sweet Corn Soup', 'Hot and Sour Soup', 'Veg Clear Soup', 'Veg Manchow Soup', 'Mixed Salad', 'Gobi Manchurian', 'Gobi Chilly', 'Mushroom Manchurian', 'Mushroom Chilly', 'Mushroom Pepper Dry', 'Babycorn Pepper Dry', 'Babycorn Manchurian', 'Babycorn Chilly', 'Paneer Manchurian', 'Paneer Chilly', 'Paneer Tikka', 'Paneer Pepper Dry', 'Gobi 65', 'Paneer 65', 'Mushroom 65', 'Paneer Rawa Fry', 'Mushroom Rava Fry', 'Hercai Rawa Fry', 'Paneer Papad Masala', 'Paneer Churmuri', 'Finger Chips', 'Hara Bhara Kabab', 'Jackfruit', 'Spanish Manchurian', 'Baby Corn Golden Fry', 'Cheese Dhamaka', 'Paneer Roll', 'Dal Fry', 'Dal Tadka', 'Dal Punjabi', 'Mixed Veg Curry', 'Aloo Gobi Masala', 'Stuffed Tomato', 'Stuffed Capsicum', 'Veg Malai Kofta', 'Paneer Kofta', 'Green Peas Masala', 'Mushroom Masala', 'Baby Corn Masala', 'Veg Hyderabadi', 'Veg Kolhapuri', 'Kaju Masala', 'Chana Masala', 'Veg Shahi Korma', 'Veg Korma', 'Gobi Masala', 'Aloo Palak', 'Paneer Gobi Masala', 'Paneer Bhurji', 'Shahi Paneer', 'Capsicum Masala', 'Veg Pepper Masala', 'Palak Paneer', 'Paneer Butter Masala', 'Veg Makhanwala', 'Corn Palak', 'Peas Palak', 'Masala Dosa', 'Plain Dosa', 'Set Dosa', 'Open Butter Masala Dosa', 'Special Dosa of the Day', 'Kaali Dosa', 'Butter Masala Dosa', 'Butter Plain Dosa', 'Butter Kaali Dosa', 'Onion Dosa', 'Khara Bath', 'Kesari Bath', 'Chow Chow Bath', 'Shavige Bath', '2 Idli', 'Thatte Idli', 'Rava Idli', '1 Vada', '1 Idli 1 Vada', 'Idli Vada', 'Idli', 'Kali Dosa [2 pieces]', 'Poori', 'Coffee', 'Tea', 'Ginger Coffee', 'Badam Milk', 'Lemon Tea', 'Green Tea', 'Lemon Honey Tea']",Dine-out,Banashankari
The Biryani Cafe,No,No,4.1,520,Banashankari,Quick Bites,"Biryani, Chinese, Kebab",300,[],Dine-out,Banashankari
Banashankari Donne Biriyani,Yes,No,3.8,104,Banashankari,Quick Bites,"Biryani, Fast Food",300,"['Chicken Kebab', 'Biryani Rice', 'Chicken Biryani', 'Mutton Biryani', 'Biryani Rice with Chilli Chicken', 'Chicken Biryani with Chilli Chicken', 'Chicken Biryani with Guntur', 'Chicken Biryani with Fry Chicken', 'Chicken Biryani with Dry Chicken', 'Biryani Rice with Chilli Chicken', 'Chicken Biryani with Chilli Chicken', 'Biryani Rice with Guntur', 'Biryani Rice with Fry Chicken', 'Biryani Rice with Dry Chicken', 'Chicken Biryani with Guntur', 'Chicken Biryani with Fry Chicken', 'Chicken Biryani with Dry Chicken', 'Chicken Fry', 'Chilli Chicken', 'Chicken Dry', 'Guntur Chicken', 'Chicken Kebab', 'Boti Fry', 'Mutton Fry', 'Mutton Keema', 'Mutton Chops', 'Biryani Rice', 'Chicken Biryani', 'Mutton Biryani']",Dine-out,Banashankari
Addhuri Udupi Bhojana,No,No,3.7,88,Banashankari,Quick Bites,"South Indian, North Indian",300,[],Dine-out,Banashankari
Vasanth Vihar - Since 1965,Yes,No,3.6,95,Banashankari,Quick Bites,"South Indian, Street Food",150,[],Dine-out,Banashankari
Subway,Yes,No,3.7,136,Banashankari,Quick Bites,"Salad, Fast Food",600,"['Chatpata Chana Patty Sub [6 inches, 15 cm]', 'Aloo Patty Sub [6 inches, 15 cm]', 'Paneer Tikka Sub [6 inches, 15 cm]', 'Chicken Tandoori Sub [6 inches, 15 cm]', 'Italian B.M.T.? Sub [6 inches, 15 cm]', 'Veggie Delite Sub', 'Chatpata Chana Patty Sub [6 inches, 15 cm]', 'Veg Seekh Sub [6 inches, 15 cm]', 'Aloo Patty Sub [6 inches, 15 cm]', 'Paneer Tikka Sub [6 inches, 15 cm]', 'Chicken Tandoori Sub [6 inches, 15 cm]', 'Chicken Kofta Sub [6 inches, 15 cm]', 'Italian B.M.T.? Sub [6 inches, 15 cm]', 'Chicken Teriyaki Sub [6 inches, 15 cm]', 'Turkey Sub [6 inches, 15 cm]', 'Turkey Breast and Chicken Slices Sub [6 inches, 15 cm]', 'Subway Club Sub [6 inches, 15 cm]', 'Veggie Delite Sub', 'Veggie Delite Salad', 'Mexican Patty Salad', 'Veg Seekh Salad', 'Veggie Patty Salad', 'Paneer Tikka Salad', 'Aloo Patty Salad', 'Chicken Tandoori Salad', 'Chicken Kofta Salad', 'Italian BMT Salad', 'Subway Club Salad', 'Chicken Teriyaki Salad', 'Turkey Breast and Chicken Slices Salad', 'Tuna Salad', 'Lays Chips', 'Maxx Lays', 'Single Chocolate Cookie', 'Oat Meal Cookie', 'Pepsi [600 ml]', 'Pepsi [500 ml]', 'Miranda [500 ml]', '7UP [330 ml]', '7UP [500 ml]', 'Pepsi [330 ml]', 'Black Pepsi [330 ml]', 'Mountain Dew [330 ml]', 'Mountain Dew [500 ml]', '7UP [600 ml]', 'Mineral Water [200 ml]']",Dine-out,Banashankari
SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,Banashankari,Quick Bites,"Biryani, Fast Food",400,"['Plain Pulav', 'Chicken Pulav', 'Mutton Pulav', 'Chicken Kabab', 'Plain Pulav', 'Egg Pulav', 'Chicken Pulav', 'Mutton Pulav', 'Boiled Egg', 'Chicken Kabab', 'Chicken Kshatriya', 'Chicken Lollipop', 'Lemon Chicken', 'Pepper Chicken', 'Chilli Chicken', 'Pepper Mutton', 'Fish Kebab']",Dine-out,Banashankari
Udupi Ruchi Grand,Yes,No,4.2,60,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,"['2 Idli', 'Uddina Vada', 'Poori Kurma', 'Chow Chow Bath', 'Gobi Manchurian', 'Baby Corn Manchurian', 'Paneer Chilli', 'Paneer Butter Masala', 'Paneer Tikka Masala', 'Kaju Masala', 'Roti', 'Naan', 'Aloo Paratha', 'Veg Pulao', 'Veg Biryani', 'Hyderabadi Biryani', 'Mughlai Biryani', 'Veg Fried Rice', 'Paneer Fried Rice', 'Ghee Rice', 'Jeera Rice', 'Veg Noodles', 'Set Dosa', 'Masala Dosa', 'Butter Masala Dosa', 'Onion Uttapam', 'Paper Masala Dosa', 'Chinese Combo', 'North Indian Combo', '2 Idli', 'Uddina Vada', 'Kharabath', 'Poori Kurma', 'Chow Chow Bath', 'Pongal', 'Rice Bath', 'Bisibele Bath', 'Rava Idly', 'Coffee', 'Tea', 'Badam Milk', 'Tomato Soup', 'Gobi Manchurian', 'Baby Corn Manchurian', 'Mushroom Manchurian', 'Gobi Chilli', 'Babycorn Chilli', 'Paneer Chilli', 'Mushroom Chilli', 'Veg Ball Manchurian', 'Gobi Pepper Dry', 'Babycorn Pepper Dry', 'Mushroom Pepper Dry', 'Paneer Pepper Dry', 'Gobi 65', 'Paneer 65', 'Mushroom 65', 'Dal Fry', 'Dal Tadka', 'Paneer Butter Masala', 'Kadai Paneer', 'Paneer Tikka Masala', 'Veg Kurma', 'Veg Kadai', 'Veg Hyderabadi', 'Capsicum Masala', 'Malai Kofta', 'Mushroom Masala', 'Kadai Mushroom', 'Udupi Ruchi Grand Special', 'Kaju Masala', 'Palak Paneer', 'Dal Palak', 'Plain Palak', 'Green Peas Masala', 'Veg Kolhapuri', 'Veg Makhanwala', 'Roti', 'Butter Roti', 'Naan', 'Butter Kulcha', 'Aloo Paratha', 'Veg Pulao', 'Veg Biryani', 'Hyderabadi Biryani', 'Handi Biryani', 'Mughlai Biryani', 'Curd Rice', 'Veg Fried Rice', 'Mushroom Fried Rice', 'Paneer Fried Rice', 'Ghee Rice', 'Jeera Rice', 'Schezwan Fried Rice', 'Singaporean Fried Rice', 'Veg Noodles', 'Paneer Noodles', 'Mushroom Noodles', 'Hakka Noodles', 'Chinese Combo', 'Set Dosa', 'Masala Dosa', 'Plain Dosa', 'Butter Masala Dosa', 'Butter Plain dosa', 'Onion Uttapam', 'Open Butter Masala Dosa', 'Paper Masala Dosa', 'North Indian Combo']",Dine-out,Banashankari
Hotel Mangala,No,No,3.9,88,Banashankari,Quick Bites,South Indian,250,[],Dine-out,Banashankari
Simple Thindies,No,No,3.5,8,Banashankari,Quick Bites,South Indian,200,[],Dine-out,Banashankari
Rolls On Wheels,No,No,3.4,145,Banashankari,Quick Bites,"Fast Food, Rolls, Momos",300,[],Dine-out,Banashankari
Chilli Flakes,Yes,No,3.6,46,Banashankari,Quick Bites,"Fast Food, Italian, Beverages",500,"['Cheese Royale Burger', 'Smokey Wood Burger', 'BBQ Burger', 'Veg Club Cheese Sandwich', 'Spinach Corn Cheese Sandwich', 'Veg Creamy Alfredo Pasta', 'Veg Arrabbiata Pasta', 'Veg Creamy Alfredo Pasta', 'Veg Arrabbiata Pasta', 'Veg Mixed Sauce Pasta', 'Veg Burger', 'Garlic Burger', 'Cheese Royale Burger', 'Chilli Chatan Burger', 'Paneer Burger', 'Smokey Wood Burger', 'BBQ Burger', 'Egg Burger', 'Chilli Cheese Sandwich', 'Capsicum Cheese Sandwich', 'Veg Club Cheese Sandwich', 'Capsicum Tomato Cheese Sandwich', 'Aloo Cheese Sandwich', 'Tomato Cheese Sandwich', 'Chocolate Cheese Sandwich', 'American Corn Cheese Sandwich', 'Paneer Spinach Cheese Sandwich', 'Spinach Corn Cheese Sandwich', 'Jalapeno Cheese Sandwich', 'Chat Pat Cheese Sandwich', 'Mushroom Onion Cheese Sandwich', 'Tandoori Paneer Cheese Sandwich', 'S5 Cheese Sandwich', 'Barbic Mushroom Cheese Sandwich', 'Egg Cheese Sandwich', 'Veg Maggi', 'Cheese Maggi', 'Egg Maggi', 'French Fries', 'Peri Peri Fries', 'Melvin Fries', 'Cheese Fries', 'Veg Maggi Rice', 'Paneer Maggi Rice', 'Veg Peri Peri Rice', 'Paneer Peri Peri Rice', 'Veg Fried Rice', 'Paneer Fried Rice', 'Veg Schezwan Rice', 'Paneer Schezwan Rice', 'Egg Maggi Rice', 'Egg Peri Peri Rice', 'Egg Fried Rice', 'Egg Schezwan Rice', 'Oreo Milkshake [250 ml]', 'Classic Cold Coffee [250 ml]', 'Kitkat Milkshake [250 ml]', 'Vanilla Milkshake [250 ml]', 'Chocolate Milkshake [250 ml]', 'Brownie Milkshake [250 ml]']",Dine-out,Banashankari
Kababs N Biryani,Yes,No,3.4,22,Banashankari,Quick Bites,South Indian,200,"['Chicken Kabab', 'Biryani Rice', 'Chicken Biryani', 'Chicken Biryani Combo', 'Chicken Combo', 'Chicken Biryani Combo', 'Chicken Combo', 'Parotta Combo', 'Dosa Combo', 'Boiled Egg', 'Omelette', 'Egg Bhurji', 'Chicken Kabab', 'Chicken Fry', 'Liver Fry', 'Pepper Chicken', 'Egg Masala', '2 Parotta', 'Egg Parotta', 'Egg Kothu Parotta', 'Chicken Kothu Parotta', 'Biryani Rice', 'Chicken Biryani']",Dine-out,Banashankari
Udupi Ruchi,Yes,No,3.9,57,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,"['Idly Vada', 'Roti with Curry', 'South Indian Meal', 'North Indian Meal', 'Jeera Rice', 'Veg Biryani', 'Mughalai Biryani', 'Butter Naan', 'Aloo Paratha', 'Veg Noodles', 'Paneer Noodles', 'Veg Fried Rice', 'Gobi Fried Rice', 'Gobi Noodles', 'Gobi Manchurian', 'Gobi Chilly', 'Mushroom Manchurian', 'Paneer Manchurian', 'Paneer Chilly', 'Veg Ball Manchurian', 'Dal Fry', 'Palak Paneer', 'Paneer Shahi Kurma', 'Paneer Butter Masala', 'Kaju Masala', 'Roti with Curry', 'South Indian Meal', 'North Indian Meal', '2 Idly', 'Vada', 'Idly Vada', 'Single Idly Vada', 'Kharabath', 'Rava Idly', 'Dahi Vada', 'Poori', 'Ricebath', 'Dal Fry', 'Aloo Masala', 'Capsicum Masala', 'Channa Masala', 'Aloo Channa', 'Gobi Masala', 'Matar Masala', 'Aloo Palak', 'Aloo Capsicum', 'Aloo Matar', 'Aloo Gobi', 'Veg Pepper Masala', 'Veg Kurma', 'Dal Kolhapuri', 'Dal Fry Punjabi', 'Palak Paneer', 'Mixed Veg Curry', 'Paneer Shahi Kurma', 'Malai Veg', 'Veg Shahi Kurma', 'Paneer Butter Masala', 'Methi Malai Matar', 'Malai Matar', 'Kaju Masala', 'Roti', 'Butter Roti', 'Plain Naan', 'Plain Kulcha', 'Paratha', 'Butter Naan', 'Butter Kulcha', 'Aloo Paratha', 'Jeera Rice', 'Veg Biryani', 'Mughalai Biryani', 'Veg Noodles', 'Paneer Noodles', 'Veg Fried Rice', 'Gobi Fried Rice', 'Gobi Noodles', 'Gobi Manchurian', 'Gobi Chilly', 'Gobi 65', 'Mushroom Manchurian', 'Paneer Manchurian', 'Paneer Chilly', 'Paneer 65', 'Veg Ball Manchurian']",Dine-out,Banashankari
SLV Swadishta,No,No,3.8,189,Banashankari,Quick Bites,South Indian,300,[],Dine-out,Banashankari
Kolbeh,No,No,3.7,22,Banashankari,Quick Bites,Fast Food,500,[],Dine-out,Banashankari
Kolkata Kathi Roll's,Yes,No,3.6,18,Banashankari,Quick Bites,"Fast Food, Rolls",250,[],Dine-out,Banashankari
Mylari Biryani Family Restaurant,Yes,No,3.7,73,Banashankari,Quick Bites,"Biryani, Fast Food",400,"['Mutton Combo-1', 'Mutton Combo-2', 'Chicken Combo-1', 'Chicken Combo-2', 'Mutton Combo-1', 'Mutton Combo-2', 'Chicken Combo-1', 'Chicken Biryani', 'Mutton Biryani', 'Chicken Fry', 'Chicken Kabab', 'Chilly Chicken', 'Chicken Lollipop', 'Mutton Fry', 'Mutton Combo-1', 'Mutton Combo-2', 'Chicken Combo-1', 'Chicken Combo-2', 'Chicken Fry', 'Chicken Kabab', 'Chilly Chicken', 'Lemon Chicken', 'Drum Stick Fry', 'Chicken Lollipop', 'Chicken Pepper Dry', 'Chicken Manchurian', 'Mutton Fry', 'Mutton Liver Fry', 'Boti Fry', 'Egg Boti Fry', 'Head Mutton Fry', 'Chicken Korma', 'Guntur Chicken', 'Mutton Korma', 'Head Mutton Korma', 'Raagi Ball (2)', 'Kerala Parota (2)', 'Chapathi (2)', 'Egg Curry', 'Chicken Biryani', 'Mutton Biryani', 'Bangda Fish', 'Coke-600ML', 'Sprite-600ML', 'Thums Up-6ooML', 'Water-1L', 'Grape Juice']",Dine-out,Banashankari
Upahar Sagar,No,No,3.8,39,Banashankari,Quick Bites,"South Indian, Chinese, North Indian",350,[],Dine-out,Banashankari
Domino's Pizza,Yes,No,3.9,540,Banashankari,Quick Bites,"Pizza, Fast Food",800,"['Margherita', 'Farmhouse', 'Mexican Green Wave', 'Veggie Paradise', 'Onion', 'Golden Corn', '2 Pizzas at 199 each Select any 2 Medium Pizzas Worth 305 @ 199 each', '2 Pizzas at 249 each Select any 2 Medium Pizzas Worth 385 @ 249 each', '2 Pizzas at 99 each Select any 2 Regular Pizzas Worth 165 @ 99 each', '2 Pizzas at 139 each Select any 2 Regular Pizzas Worth 205 @ 139 each', '2 Pizzas at 199 each Select any 2 Medium Pizzas Worth 305 @ 199 each', '2 Pizzas at 249 each Select any 2 Medium Pizzas Worth 385 @ 249 each', '2 Pizzas at 299 each Select any 2 Medium Pizzas Worth 450 @ 299 each', '2 Pizzas at 399 each Select any 2 Medium Pizzas Worth 555 @ 399 each', '2 Pizzas at 99 each Select any 2 Regular Pizzas Worth 165 @ 99 each', '2 Pizzas at 139 each Select any 2 Regular Pizzas Worth 205 @ 139 each', '2 Pizzas at 179 each Select any 2 Regular Pizzas Worth 235 @ 179 each', '2 Pizzas at 219 each Select any 2 Regular Pizzas Worth 295 @ 219 each', 'Margherita', 'Farmhouse', 'Peppy Paneer', 'Mexican Green Wave', 'Veggie Paradise', 'Paneer Makhani', 'Deluxe Veggie', 'Veg Extravaganza', '5 Pepper', 'Double Cheese Margherita', 'Cheese n Corn', 'Fresh Veggie', 'Pepper Barbecue Chicken', 'Chicken Sausage', 'Pepper Barbecue & Onion', 'Peri-Peri Chicken', 'Chicken Golden Delight', 'Chicken Fiesta', 'Chicken Tikka', 'Non Veg Supreme', 'Chicken Pepperoni', 'Chicken Dominator', 'Capsicum', 'Onion', 'Golden Corn', 'Non Veg Loaded', 'Chicken Sausage', 'Pepper Barbecue Chicken', 'Veg Loaded', 'Cheesy', 'White Pasta Italiano Veg', 'White Pasta Italiano Non-Veg', 'Garlic Breadsticks', 'Chicken Parcel', 'Veg Parcel', 'Stuffed Garlic Breadsticks', 'Cheesy Jalapeno Dip', 'Cheesy Dip', 'Burger Pizza - Classic Veg', 'Burger Pizza - Premium Veg', 'Burger Pizza - Classic Non Veg', 'Choco Lava Cake', 'Butterscotch Mousse Cake', 'Roasted Chicken Wings Peri-Peri', 'Roasted Chicken Wings - Classic Hot Sauce', 'Chicken Meatballs Peri-Peri', 'Chicken Meatballs - Sriracha', 'Boneless Chicken Wings - Lemon Pepper', 'Boneless Chicken Wings Peri-Peri', 'Taco Mexicana Non Veg', 'Taco Mexicana Veg', 'Potato Cheese Shots', 'Taco Mexicana-Veg (Single)', 'Crunchy Strips', 'Crinkle Fries', 'Brownie Fantasy', 'Pepsi']",Dine-out,Banashankari
New Sagar Fast Food,No,No,3.6,71,Banashankari,Quick Bites,"North Indian, South Indian",250,[],Dine-out,Banashankari
Namma Biryani,Yes,No,3.6,24,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250,"['Chicken Biryani Combo', 'Chicken Biryani with Kalmi Fried Kabab', 'Chicken Biryani with Chicken Kabab', 'Mutton Biryani Combo', 'Indian Grilled Chicken', 'Chicken Lollipop [6 Pieces]', 'Chicken Kabab [6 Pieces]', 'Fish Fry', 'Mushroom Chilly', 'Mushroom Manchurian', 'Mushroom Pepper', 'Baby Corn Chilly', 'Baby Corn Manchurian', 'Baby Corn Pepper', 'Paneer Chilly Manchurian', 'Gobi Chilly', 'Gobi Manchurian', 'Boneless Lemon Chicken', 'Boneless Chilly Chicken', 'Boneless Chicken Manchurian', 'Boneless Chicken Pepper Dry', 'Boneless Schezwan Chicken', 'Dal Fry', 'Tomato Sabzi', 'Chicken Masala', 'Mutton Masala', 'Mutton Fry', 'Mutton Pepper Dry', 'Wheat Paratha', 'Lachha Paratha', 'Jeera Rice', 'Biryani Rice', 'Chicken Biryani', 'Mutton Biryani', 'Vegetable Fried Rice', 'Paneer Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Vegetable Noodles', 'Paneer Noodles', 'Egg Noodles', 'Chicken Noodles', 'Pulpy Grape Juice']",Dine-out,Banashankari
Parama Ruchi,No,No,3.5,11,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,[],Dine-out,Banashankari
Thrilok Restaurant,No,No,3.4,9,Banashankari,Quick Bites,"Mangalorean, Seafood",350,[],Dine-out,Banashankari
Meat And Eat,No,No,3.5,12,Banashankari,Quick Bites,"Fast Food, Burger",500,[],Dine-out,Banashankari
Ande Ka Funda,Yes,No,3.8,120,Banashankari,Quick Bites,"North Indian, Fast Food, Rolls",250,"['Aloo Paratha', 'Cheese Paratha', 'Aloo Egg Paratha', 'Cheese Maggi Noodles', 'Egg Cheese Maggi', 'Cheese Bread Omelette', 'Egg Chilli', 'Triple Paneer Roll', 'Triple Paneer Cheese Roll', 'Paneer Egg Roll', 'Chesse Egg Roll', 'Triple Egg Cheese Roll', 'Triple Egg Roll', 'Double Egg Paneer Roll', 'Aloo Gobi Fry', 'Paneer Butter Masala', 'Egg Masala', 'Paneer Fried Rice', 'Mushroom Fried Rice', 'Gobi Fried Rice', 'Egg Rice', 'Tomato Rice', 'Egg Biryani', 'Hal Meals', 'Full Meals', 'Athithi Special Meals', 'Paratha Meals', '4 Roti Sabji Meal', 'Egg Meals', '4 Roti with 1 Egg Curry Meal', 'Curd Rice', 'Hal Meals', 'Full Meals', 'Athithi Special Meals', 'Paratha Meals', '4 Roti Sabji Meal', 'Egg Meals', '4 Roti with 1 Egg Curry Meal', 'White Plain Rice with Egg Curry', 'Aloo Gobi Fry', 'Aloo Gobi Gravy', 'Paneer Butter Masala', 'Gobi Masala', 'Mixed Veg Gravy', 'Paneer Chilli', 'Mushroom Masala', 'Aloo Jeera', 'Dum Aloo', 'Dal Tarka', 'Dal Fry', 'Egg Masala', 'Aloo Paratha', 'Aloo Onion Paratha', 'Gobi Paratha', 'Paneer Paratha', 'Sattu Paratha', 'Onion Paratha', 'Mixed Paratha', 'Palak Paratha', 'Cheese Paratha', 'Methi Paratha', 'Methi Paneer Paratha', 'Methi Aloo Paratha', 'Aloo Egg Paratha', 'Gobi Egg Paratha', 'Paneer Egg Paratha', 'Sattu Egg Paratha', 'Onion Egg Paratha', 'Mixed Egg Paratha', 'Egg Paratha', 'Palak Egg Paratha', 'Methi Egg Paratha', 'Methi Aloo Egg Paratha', 'Veg Biryani', 'Tomato Rice', 'Ghee Rice', 'Jeera Rice', 'Egg Biryani', 'Veg Fried Rice', 'Paneer Fried Rice', 'Mushroom Fried Rice', 'Gobi Fried Rice', 'Egg Rice', 'Maagi Noodles', 'Butter Maggi Noodles', 'Cheese Maggi Noodles', 'Paneer Maggi Noodles', 'Mushroom Maggi Noodles', 'Maggi Egg Noddles', 'Egg Cheese Maggi', 'Mushroom Egg Maggi Noodles', 'Boiled Egg', 'Fried Egg', 'Omelette', 'Bread Omelette', 'Cheese Bread Omelette', 'Bread Egg Burji', 'Fried Egg Bread', 'Egg Half Fry', 'Egg Half Fry Bread', 'Egg Chilli', 'Boiled Egg Bhurji', 'Egg Bhurji', 'Aloo Roll', 'Veg Roll', 'Paneer Roll', 'Triple Paneer Roll', 'Triple Paneer Cheese Roll', 'Double Paneer Roll', 'Veg Mushroom Roll', 'Egg Roll', 'Butter Egg Roll', 'Paneer Egg Roll', 'Aloo Egg Roll', 'Chesse Egg Roll', 'Mushroom Egg Roll', 'Triple Egg Cheese Roll', 'Triple Egg Roll', 'Double Egg Paneer Roll', 'Lassi', 'Buttermilk', 'Lemon Juice']",Dine-out,Banashankari
Dakshin Grand,Yes,No,3.0,82,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,"['Gobi Manchurian', 'Baby Corn Manchurian', 'Mushroom Chilly', 'Mushroom Manchurian', 'Ghee Rice', 'Jeera Rice', 'Aloo Paratha', 'Veg Fried Rice', 'Mushroom Fried Rice', 'Veg Noodles', 'North Indian Meals', 'Roti Curry', 'Rava Masala Dosa', 'Paper Masala Dosa', 'South Indian Meal', 'Poori and Saagu', 'North Indian Meals', 'Roti Curry', 'South Indian Meal', 'Hot and Sour Soup', 'Veg Clear Soup', 'Manchow Soup', 'Cream of Mushroom Soup', 'Veg Balls Manchurian', 'Gobi Chilly', 'Gobi Manchurian', 'Baby Corn Chilly', 'Baby Corn Manchurian', 'Paneer Chilly', 'Paneer Tikka', 'Paneer Manchurian', 'Mushroom Chilly', 'Mushroom Manchurian', 'Roti', 'Butter Roti', 'Aloo Paratha', 'Ghee Rice', 'Jeera Rice', 'Curd Rice', 'Rice Bath', 'Veg Fried Rice', 'Triple Fried Rice', 'Paneer Fried Rice', 'Mushroom Fried Rice', 'Veg Noodles', 'Veg Hakka Noodles', 'Singapore Noodles', 'Idli [1 Piece]', 'Rava Idli', 'Vada', 'Idli and Vada', 'Khara Bath', 'Kesari Bath', 'Chow Chow Bath', 'Set Dosa', 'Rava Dosa', 'Plain Dosa', 'Open Dosa', 'Onion Dosa', 'Masala Dosa', 'Medhu Dosa', 'Butter Plain Dosa', 'Rava Onion Dosa', 'Rava Masala Dosa', 'Paper Plain Dosa', 'Butter Masala Dosa', 'Paper Masala Dosa']",Dine-out,Banashankari
Chicken Hunt,Yes,No,3.5,88,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350,"['Chicken Biryani', 'Special Boneless Chicken Biryani', 'Chicken Fried Rice', 'Chicken Roll', 'Boneless Chicken Tikka Masala', 'Boneless Butter Chicken', 'Chicken Kolhapuri', 'Butter Naan', 'Rumali Rotti', 'Chicken Kabab [5 Pieces]', 'Chicken Lollipop [5 Pieces]', 'Wings Kabab [10 Pieces]', 'Kalmi Kabab', 'Veg Manchow Soup', 'Veg Clear Soup', 'Tomato Soup', 'Chicken Clear Soup', 'Chicken Manchow Soup', 'Chicken Hot and Sour Soup', 'Chicken Kabab [5 Pieces]', 'Chicken Lollipop [5 Pieces]', 'Wings Kabab [10 Pieces]', 'Paneer Tikka', 'Kalmi Kabab', 'Chicken Tikka', 'Chicken Hariyali', 'Reshmi Kabab', 'Andhra Tikka', 'Zafrani Tikka', 'Banjara Tikka', 'Lasooni Tikka', 'Malai Kabab', 'Irani Kabab', 'Dal Fry', 'Dal Tadka', 'Paneer Butter Masala', 'Kadhai Paneer', 'Mushroom Masala', 'Kadhai Mushroom', 'Mixed Veg Curry', 'Veg Kolhapuri', 'Veg Hyderabadi', 'Baby Corn Pepper Masala', 'Egg Masala', 'Egg Kadhai', 'Egg Kolhapuri', 'Egg Chilly', 'Egg Manchurian', 'Egg Bhurji', 'Boneless Chicken Tikka Masala', 'Boneless Butter Chicken', 'Chicken Masala', 'Kadhai Chicken', 'Chicken Kolhapuri', 'Chicken Khali Mirchi', 'Chicken Mughlai', 'Chicken Hyderabadi', 'Chicken Chettinad', 'Tandoori Roti', 'Butter Roti', 'Naan', 'Butter Naan', 'Kulcha', 'Butter Kulcha', 'Pudina Kulcha', 'Stuffed Kulcha', 'Rumali Rotti', 'Aloo Paratha', 'Gobi Parota', 'Biryani Rice', 'Veg Biryani', 'Egg Biryani', 'Chicken Biryani', 'Special Boneless Chicken Biryani', 'Executive Biryani', 'Ghee Rice', 'Jeera Rice', 'Curd Rice', 'Veg Fried Rice', 'Veg Schezwan Fried Rice', 'Tribble Fried Rice', 'Paneer Fried Rice', 'Mushroom Fried Rice', 'Egg Fried Rice', 'Egg Schezwan Fried Rice', 'Chicken Fried Rice', 'Chicken Schezwan Fried Rice', 'Mixed Fried Rice', 'Veg Nooldes', 'Veg Schezwan Noodles', 'Paneer Noodles', 'Mushroom Noodles', 'Egg Noodles', 'Egg Schezwan Noodles', 'Chicken Noodles', 'Chicken Schezwan Noodles', 'Mixed Noodles', 'Gobi Manchurian', 'Gobi 65', 'Gobi Chilli', 'Baby Corn Manchurian', 'Baby Corn 65', 'Baby Corn Chilli', 'Mushroom Manchurian', 'Mushroom 65', 'Mushroom Chilli', 'Paneer Manchurian', 'Paneer 65', 'Paneer Chilli', 'Boneless Chicken Manchurian', 'Boneless Chilli Chicken', 'Boneless Chicken Pepper Dry', 'Boneless Chicken 65', 'Boneless Lemon Chicken', 'Boneless Ginger Chicken', 'Schezwan Chicken Dry', 'Dragon Chicken', 'Chicken Fry', 'Wings 95', 'Prawns Chilli', 'Prawns Pepper Dry', 'Veg Roll', 'Paneer Roll', 'Egg Roll', 'Chicken Roll', 'Egg Omelette', 'Boiled Egg [2 Eggs]']",Dine-out,Banashankari
Maruthi Davangere Benne Dosa,Yes,No,4.0,17,Banashankari,Quick Bites,South Indian,150,[],Dine-out,Banashankari
