name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),rating_votes_score,cuisine_category,rest_type_category,first_cuisine_category
Checkered Bar - MGM Mark,No,No,3.6,19.0,Whitefield,Lounge,"North Indian, Continental, Chinese",1300.0,Dine-out,Brookefield,68.4,North Indian & Mughlai Cuisine,Food Court & Lounge,North Indian & Mughlai Cuisine
Whitefield Bar and Grill - Bengaluru Marriott Hotel...,No,Yes,4.2,74.0,Whitefield,Fine Dining,"Continental, Burger, BBQ",3000.0,Dine-out,Brookefield,310.8,Street Food & Snacks,Fine Dining,Continental & Cafe Culture
Faasos,Yes,No,3.8,632.0,Marathahalli,Quick Bites,"North Indian, Biryani, Fast Food",500.0,Dine-out,Brookefield,2401.6,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Chaai Resto,Yes,No,3.4,4.0,Marathahalli,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,Dine-out,Brookefield,13.6,Street Food & Snacks,Quick Bites & Takeaway,Global Fusion & Others
Pizza Hut,Yes,No,2.2,310.0,Marathahalli,Quick Bites,Pizza,750.0,Dine-out,Brookefield,682.0,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Sri Lakshmi Vaibhav,Yes,No,3.7,14.0,Marathahalli,Quick Bites,"South Indian, North Indian, Chinese",500.0,Dine-out,Brookefield,51.800000000000004,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Rolls On Wheels,No,No,3.6,255.0,Marathahalli,Quick Bites,"Fast Food, Rolls, Momos",200.0,Dine-out,Brookefield,918.0,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Mayura Vybhava,No,No,3.2,11.0,Whitefield,Quick Bites,"South Indian, North Indian, Chinese, Street Food",250.0,Dine-out,Brookefield,35.2,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Nellore Mess & Tiffens,No,No,3.5,16.0,Whitefield,Mess,"South Indian, Andhra",200.0,Dine-out,Brookefield,56.0,South Indian Traditional,Others,South Indian Traditional
Petoo,Yes,No,3.8,35.0,Whitefield,Casual Dining,"North Indian, Fast Food, Street Food",800.0,Dine-out,Brookefield,133.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
New Udupi Delicacy,Yes,No,3.7,70.0,Whitefield,Quick Bites,"South Indian, North Indian, Chinese",300.0,Dine-out,Brookefield,259.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Thalassery Restaurant,Yes,No,3.1,509.0,Marathahalli,Quick Bites,"Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",500.0,Dine-out,Brookefield,1577.9,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,Global Fusion & Others
Chill,No,No,3.8,42.0,Whitefield,Casual Dining,"North Indian, Chinese, Continental",800.0,Dine-out,Brookefield,159.6,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Unlock - The Restobar - Keys Hotel,No,No,3.7,32.0,Whitefield,Lounge,Finger Food,2000.0,Dine-out,Brookefield,118.4,Global Fusion & Others,Food Court & Lounge,Global Fusion & Others
Bharatkhana,No,No,3.4,6.0,Marathahalli,Casual Dining,"North Indian, Bengali",400.0,Dine-out,Brookefield,20.4,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
S.M.S.Evening Fast Food,No,No,3.4,10.0,Whitefield,Quick Bites,"Biryani, Chinese",150.0,Dine-out,Brookefield,34.0,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Samosa Singh,Yes,No,3.2,5.0,"Varthur Main Road, Whitefield",Quick Bites,"North Indian, Mithai",250.0,Dine-out,Brookefield,16.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Starnese,No,No,3.4,6.0,Whitefield,Casual Dining,"North Indian, Chinese, South Indian",800.0,Dine-out,Brookefield,20.4,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Basaveshwara Kanawali,No,No,3.5,13.0,Whitefield,Quick Bites,South Indian,250.0,Dine-out,Brookefield,45.5,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Covai Cafe,No,No,3.6,17.0,Whitefield,Quick Bites,South Indian,200.0,Dine-out,Brookefield,61.2,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Trinity Club Lounge,No,No,3.5,20.0,Whitefield,Lounge,Finger Food,1500.0,Dine-out,Brookefield,70.0,Global Fusion & Others,Food Court & Lounge,Global Fusion & Others
Red Chillies Restaurant,No,No,2.9,18.0,Marathahalli,Quick Bites,"South Indian, Chinese",150.0,Dine-out,Brookefield,52.199999999999996,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Udupi Grand,No,No,2.9,199.0,Whitefield,Quick Bites,"South Indian, North Indian, Chinese",450.0,Dine-out,Brookefield,577.1,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Breakfast House,No,No,3.6,49.0,"ITPL Main Road, Whitefield",Quick Bites,"South Indian, North Indian",300.0,Dine-out,Brookefield,176.4,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Kolkata Roll House,No,No,3.3,6.0,Marathahalli,Quick Bites,"Fast Food, Rolls",200.0,Dine-out,Brookefield,19.799999999999997,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Biryani & Kabab,No,No,3.2,4.0,Whitefield,Quick Bites,Biryani,150.0,Dine-out,Brookefield,12.8,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Ande Ka Funda,Yes,No,3.1,104.0,Marathahalli,Quick Bites,"North Indian, Fast Food, Rolls",250.0,Dine-out,Brookefield,322.40000000000003,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Pani Puri,No,No,3.1,8.0,Marathahalli,Quick Bites,Street Food,100.0,Dine-out,Brookefield,24.8,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
The Grilled & Fried,Yes,No,3.3,44.0,Marathahalli,Quick Bites,Fast Food,300.0,Dine-out,Brookefield,145.2,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
AB's - Absolute Barbecues,No,Yes,4.9,6375.0,BTM,Casual Dining,"European, Mediterranean, North Indian, BBQ",1600.0,,,31237.500000000004,North Indian & Mughlai Cuisine,Casual Dining & Bar,Global Fusion & Others
The Globe Grub,No,Yes,4.4,201.0,BTM,Casual Dining,"Continental, North Indian, Asian, Italian",1300.0,Buffet,BTM,884.4000000000001,North Indian & Mughlai Cuisine,Casual Dining & Bar,Continental & Cafe Culture
"3B's - Buddies, Bar & Barbecues",No,Yes,4.4,1149.0,BTM,"Casual Dining, Bar","North Indian, Mediterranean, European, BBQ",1100.0,Buffet,BTM,5055.6,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Savoury Restaurant,Yes,No,3.9,420.0,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",800.0,Buffet,BTM,1638.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,Global Fusion & Others
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4.0,0.0,Koramangala 2nd Block,Casual Dining,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",1100.0,Buffet,BTM,0.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,Continental & Cafe Culture
The Black Pearl,No,Yes,4.7,10413.0,Koramangala 5th Block,"Casual Dining, Bar","North Indian, European, Mediterranean",1400.0,Buffet,BTM,48941.1,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
XOOX Brewmill,No,Yes,4.4,1533.0,Koramangala 5th Block,"Microbrewery, Casual Dining","Modern Indian, European, Asian",2000.0,,,6745.200000000001,Chinese & Pan-Asian Delights,Casual Dining & Bar,Global Fusion & Others
Buff Buffet Buff,Yes,Yes,4.5,3125.0,Koramangala 5th Block,"Casual Dining, Bar","North Indian, Chinese, Continental, Thai, Salad",1500.0,Buffet,BTM,14062.5,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Boho,No,Yes,4.2,1721.0,Koramangala 5th Block,Casual Dining,"Continental, Asian, American, North Indian, Desserts",1200.0,,,7228.200000000001,North Indian & Mughlai Cuisine,Casual Dining & Bar,Continental & Cafe Culture
Sultans of Spice,Yes,Yes,4.5,3458.0,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, Salad",1300.0,Buffet,BTM,15561.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Asia Kitchen By Mainland China,Yes,Yes,4.9,2178.0,Koramangala 5th Block,"Casual Dining, Bar","Asian, Chinese, Thai, Momos",1500.0,,,10672.2,Chinese & Pan-Asian Delights,Casual Dining & Bar,Chinese & Pan-Asian Delights
Bonsouth,Yes,Yes,4.2,2616.0,Koramangala 5th Block,Casual Dining,"Chettinad, Andhra, Kerala",1300.0,Buffet,BTM,10987.2,Biryani & Andhra Cuisine,Casual Dining & Bar,Global Fusion & Others
Village - The Soul of India,No,Yes,4.1,2456.0,JP Nagar,Casual Dining,"Rajasthani, Gujarati, North Indian, South Indian",1000.0,Buffet,BTM,10069.599999999999,North Indian & Mughlai Cuisine,Casual Dining & Bar,Global Fusion & Others
Punjab Bistro,Yes,Yes,4.4,455.0,Koramangala 7th Block,"Casual Dining, Bar",North Indian,1500.0,Buffet,BTM,2002.0000000000002,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Toscano,Yes,Yes,4.5,710.0,Koramangala 7th Block,Casual Dining,"Italian, Salad",1500.0,,,3195.0,Continental & Cafe Culture,Casual Dining & Bar,Continental & Cafe Culture
By The Blue - Grand Mercure,No,Yes,4.1,782.0,Koramangala 3rd Block,Casual Dining,"North Indian, Mughlai",1500.0,Buffet,BTM,3206.2,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Salt - Indian Restaurant Bar & Grill,Yes,Yes,4.4,677.0,Koramangala 7th Block,Casual Dining,"North Indian, Mughlai, Biryani",1500.0,Buffet,BTM,2978.8,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Oye Amritsar,Yes,Yes,4.0,1851.0,Koramangala 6th Block,Casual Dining,North Indian,600.0,Buffet,BTM,7404.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Hunan,No,Yes,4.3,2241.0,Koramangala 5th Block,Casual Dining,"Chinese, Thai, Momos",1100.0,Buffet,BTM,9636.3,Chinese & Pan-Asian Delights,Casual Dining & Bar,Chinese & Pan-Asian Delights
Empire Restaurant,Yes,No,4.1,6875.0,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750.0,Buffet,BTM,28187.499999999996,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Naati Manae,Yes,Yes,3.9,484.0,Koramangala 5th Block,Casual Dining,"North Indian, South Indian, Chinese, Biryani",700.0,Buffet,BTM,1887.6,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Over The Top Terrace Lounge,No,Yes,3.9,1388.0,Koramangala 5th Block,Lounge,"Continental, North Indian",1400.0,Buffet,BTM,5413.2,North Indian & Mughlai Cuisine,Food Court & Lounge,Continental & Cafe Culture
Saara's Cafe - SS Lumina Hotel,No,Yes,4.2,117.0,Koramangala 7th Block,Casual Dining,"North Indian, South Indian, Chinese, Arabian",800.0,Buffet,BTM,491.40000000000003,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Saara's Grill n Spice - SS Lumina Hotel,No,Yes,4.3,104.0,Koramangala 7th Block,Casual Dining,"North Indian, Arabian, Beverages",1000.0,Buffet,BTM,447.2,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Nouvelle Garden,No,No,3.7,202.0,JP Nagar,Casual Dining,"North Indian, Continental, Italian",900.0,,,747.4000000000001,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
12th Main - Grand Mercure,No,Yes,4.1,353.0,Koramangala 3rd Block,Fine Dining,"European, Asian",2000.0,Buffet,BTM,1447.3,Chinese & Pan-Asian Delights,Fine Dining,Global Fusion & Others
Embers - Nandhana Grand Hotel,No,No,3.8,38.0,Koramangala 6th Block,Casual Dining,"North Indian, South Indian, Thai, Chinese, Continental",900.0,Buffet,BTM,144.4,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Shri Madhuram,No,No,3.9,371.0,HSR,Casual Dining,"South Indian, North Indian",400.0,Buffet,BTM,1446.8999999999999,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
Urban Spoon Buffet Restaurant,No,Yes,3.5,32.0,Koramangala 5th Block,Casual Dining,"North Indian, Chinese",1000.0,Buffet,BTM,112.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
China Down Town,Yes,No,3.5,5.0,Koramangala 4th Block,Casual Dining,Chinese,800.0,Buffet,BTM,17.5,Chinese & Pan-Asian Delights,Casual Dining & Bar,Chinese & Pan-Asian Delights
Cafe Fattoush,Yes,No,3.8,24.0,BTM,Cafe,"Cafe, Lebanese",700.0,Cafes,BTM,91.19999999999999,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Hang10 Resto N Cafe,Yes,No,3.8,100.0,BTM,Cafe,"Cafe, North Indian, Chinese",700.0,Cafes,BTM,380.0,North Indian & Mughlai Cuisine,Cafe & Bakery,Continental & Cafe Culture
Cafe Coffee Day,Yes,No,3.4,43.0,BTM,Cafe,"Cafe, Fast Food",900.0,Cafes,BTM,146.2,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
Cafe Orio,No,No,4.0,147.0,BTM,Cafe,"Cafe, Fast Food",400.0,,,588.0,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
De Street Cafe,No,No,3.6,61.0,BTM,Cafe,Cafe,500.0,Cafes,BTM,219.6,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Cafe Hush,No,No,3.6,22.0,BTM,Cafe,"Cafe, Fast Food",500.0,Cafes,BTM,79.2,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
Granos De Cafe,No,No,3.7,31.0,BTM,Cafe,"Cafe, Beverages",500.0,Cafes,BTM,114.7,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Biggies Burger 'n' More,Yes,No,3.8,208.0,BTM,"Cafe, Quick Bites","Cafe, Burger, Beverages",650.0,Cafes,BTM,790.4,Street Food & Snacks,Quick Bites & Takeaway,Continental & Cafe Culture
The 90s Hash House,No,No,3.8,63.0,BTM,Cafe,Cafe,500.0,Cafes,BTM,239.39999999999998,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Fabindia Cafe,No,No,4.2,221.0,Koramangala 2nd Block,Cafe,"Cafe, Street Food",200.0,Cafes,BTM,928.2,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
The Yogisthaan Cafe,Yes,No,4.1,60.0,Koramangala 2nd Block,Cafe,"Cafe, Healthy Food, Salad, Beverages",600.0,Cafes,BTM,245.99999999999997,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Truffles,No,No,4.7,14654.0,Koramangala 5th Block,"Cafe, Casual Dining","Cafe, American, Burger, Steak",900.0,Cafes,BTM,68873.8,Street Food & Snacks,Casual Dining & Bar,Continental & Cafe Culture
Dyu Art Cafe,No,No,4.5,3826.0,Koramangala 5th Block,Cafe,"Cafe, Italian, Fast Food",800.0,,,17217.0,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
Om Made Cafe,No,No,4.0,2729.0,Koramangala 5th Block,Cafe,"Cafe, Continental, European, Juices",1300.0,Cafes,BTM,10916.0,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Sixth Avenue Cafe And Patisserie,No,No,4.4,159.0,Koramangala 5th Block,"Cafe, Dessert Parlor","Cafe, Italian, Desserts",600.0,Cafes,BTM,699.6,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
A Hole Lotta Love Cafe,Yes,No,4.4,2859.0,Koramangala 5th Block,Cafe,"Cafe, American, Burger, Sandwich, Beverages",600.0,,,12579.6,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
Hungry Hippie,No,Yes,4.3,1463.0,Koramangala 5th Block,Cafe,"Cafe, Continental, Italian, Burger",800.0,,,6290.9,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
Dice N Dine,Yes,Yes,4.3,1800.0,Koramangala 5th Block,"Casual Dining, Cafe","Continental, Cafe, Italian, Fast Food, Steak",900.0,,,7740.0,Street Food & Snacks,Casual Dining & Bar,Continental & Cafe Culture
Stoner,Yes,No,4.5,2594.0,Koramangala 5th Block,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,,,11673.0,Street Food & Snacks,Cafe & Bakery,Desserts & Sweets
Nuts Over Salads Cafe,Yes,Yes,4.4,197.0,Koramangala 5th Block,Cafe,"Cafe, Salad",800.0,Cafes,BTM,866.8000000000001,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
YORK St.,Yes,No,4.4,939.0,Koramangala 5th Block,Cafe,"Cafe, European, Continental",900.0,Cafes,BTM,4131.6,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Roundup Cafe,Yes,Yes,4.2,468.0,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",800.0,,,1965.6000000000001,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Lot Like Crepes,Yes,No,4.7,1022.0,Koramangala 7th Block,"Cafe, Dessert Parlor","Cafe, Desserts, Continental",550.0,Cafes,BTM,4803.400000000001,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Enerjuvate Studio & Cafe,No,Yes,4.4,464.0,Koramangala 4th Block,Cafe,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800.0,,,2041.6000000000001,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
Market Table,No,Yes,4.5,546.0,Koramangala 5th Block,Cafe,"Cafe, Continental, Mediterranean, Beverages",900.0,,,2457.0,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Cafe Graffiters,Yes,No,3.8,22.0,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",600.0,Cafes,BTM,83.6,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Mr. Beans - Home Cafe,Yes,Yes,4.2,2709.0,Koramangala 3rd Block,Cafe,"Cafe, Continental, Italian",1000.0,Cafes,BTM,11377.800000000001,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
154 Breakfast Club,Yes,Yes,4.0,1509.0,Koramangala 3rd Block,Cafe,"Cafe, Continental",900.0,,,6036.0,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
99 Pancakes,Yes,No,4.5,334.0,Koramangala 5th Block,"Dessert Parlor, Cafe","Desserts, Cafe",500.0,,,1503.0,Continental & Cafe Culture,Cafe & Bakery,Desserts & Sweets
Starbucks,No,No,4.2,1355.0,Koramangala 7th Block,Cafe,"Cafe, Desserts",700.0,Cafes,BTM,5691.0,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Cafe D'hide,Yes,Yes,4.2,869.0,Koramangala 5th Block,Cafe,"Cafe, American, Continental, Italian",600.0,Cafes,BTM,3649.8,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Cafe Medley,Yes,No,4.2,1059.0,Koramangala 5th Block,Cafe,"Cafe, Continental, Burger",800.0,Cafes,BTM,4447.8,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
Fresh Pressery Cafe,Yes,No,4.1,137.0,Koramangala 5th Block,Cafe,"Cafe, Healthy Food, Salad, Beverages, Desserts",1200.0,Cafes,BTM,561.6999999999999,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
The Vacationer's Cafe,Yes,No,4.1,306.0,Koramangala 7th Block,Cafe,"Cafe, Continental, Mexican",600.0,Cafes,BTM,1254.6,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Bistro Oui,Yes,Yes,4.1,400.0,Koramangala 5th Block,"Cafe, Bar","Cafe, Continental, Salad, Steak",1200.0,Cafes,BTM,1639.9999999999998,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Smally's Resto Cafe,Yes,Yes,4.2,1692.0,Koramangala 5th Block,Cafe,"Cafe, Italian, Burger, American, Steak",650.0,,,7106.400000000001,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
The Yellow Tuk-Tuk Cafe,No,No,3.6,16.0,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",500.0,Cafes,BTM,57.6,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Smoor,Yes,No,4.2,99.0,Koramangala 7th Block,"Dessert Parlor, Cafe","Desserts, Cafe, Beverages",900.0,Cafes,BTM,415.8,Continental & Cafe Culture,Cafe & Bakery,Desserts & Sweets
Chai Galli,Yes,No,4.3,480.0,Koramangala 5th Block,Cafe,"Cafe, Tea, Street Food",450.0,Cafes,BTM,2064.0,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
Tata Cha,Yes,No,3.7,31.0,Koramangala 7th Block,Cafe,"Cafe, Tea, North Indian",500.0,Cafes,BTM,114.7,North Indian & Mughlai Cuisine,Cafe & Bakery,Continental & Cafe Culture
Vitamin Palace,No,No,4.1,172.0,Koramangala 7th Block,Cafe,"Cafe, Beverages, Healthy Food, Juices",650.0,Cafes,BTM,705.1999999999999,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Breaktime Brew,Yes,No,3.7,24.0,Koramangala 7th Block,Cafe,Cafe,550.0,Cafes,BTM,88.80000000000001,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
WTF,Yes,No,4.1,90.0,Koramangala 5th Block,Cafe,"Cafe, Continental",600.0,Cafes,BTM,368.99999999999994,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Billionaires Cafe,Yes,No,3.8,47.0,Koramangala 5th Block,Cafe,"Cafe, Italian",600.0,Cafes,BTM,178.6,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Kalmane Koffees,No,No,4.1,367.0,Koramangala 7th Block,Cafe,Cafe,350.0,Cafes,BTM,1504.6999999999998,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Tella Tales,Yes,No,4.2,413.0,Koramangala 5th Block,Cafe,"Cafe, Desserts, Beverages",700.0,Cafes,BTM,1734.6000000000001,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Burger Garden,Yes,No,3.4,7.0,South Bangalore,Delivery,"Fast Food, Burger, Desserts, Cafe",300.0,Cafes,BTM,23.8,Street Food & Snacks,Delivery Only,Street Food & Snacks
Barista,No,No,3.5,66.0,Koramangala 5th Block,Cafe,Cafe,300.0,Cafes,BTM,231.0,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
